mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	tempo	qpm	slur	Trill:trill	crescendo_line
78	76	302	0.75	1/4	1/4	Chord	4/4	1	1	3/16			1/8	3/2	1211		ornamentTrill					
78	76	1211/4	0.125	7/16	7/16	Chord	4/4	1	1	1/32			1/32	1	1212							
78	76	2423/8	0.125	15/32	15/32	Chord	4/4	1	1	1/32			1/32	1	1213							
78	76	303	0.75	1/2	1/2	Chord	4/4	1	1	3/16			1/8	3/2	1214							
78	76	1215/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	1215							
78	76	304	0.75	3/4	3/4	Chord	4/4	1	1	3/16			1/8	3/2	1216		ornamentTrill					
78	76	1219/4	0.125	15/16	15/16	Chord	4/4	1	1	1/32			1/32	1	1217							
78	76	2439/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32			1/32	1	1218							
78	76	301	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	1219							
78	76	1205/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	1220							
78	76	603/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	1221							
78	76	1207/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	1222							
78	76	302	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	1223							
78	76	1209/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	1224							
78	76	605/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	1225							
78	76	1211/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	1226							
78	76	303	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	1227							
78	76	1213/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	1228							
78	76	607/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	1229							
78	76	1215/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	1230							
78	76	304	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	1231							
78	76	1217/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	1232							
78	76	609/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	1233							
78	76	1219/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	1234							
79	77	305	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	1235		articStaccatoAbove					
79	77	611/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	1236		articStaccatoAbove					
79	77	306	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	1237							
79	77	307	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	1238							
79	77	1229/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	1239							
79	77	615/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	1240							
79	77	1231/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	1241							
79	77	308	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	1242							
79	77	1233/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	1243							
79	77	617/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	1244							
79	77	1235/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	1245							
79	77	305	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	1246							
79	77	1221/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	1247							
79	77	611/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	1248							
79	77	1223/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	1249							
79	77	306	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	1250							
79	77	1225/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	1251							
79	77	613/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	1252							
79	77	1227/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	1253							
79	77	307	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	1254							
79	77	1229/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	1255							
79	77	615/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	1256							
79	77	1231/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	1257							
79	77	308	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	1258							
79	77	1233/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	1259							
79	77	617/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	1260							
79	77	1235/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	1261							
80	78	309	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	1262							
80	78	1237/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	1263							
80	78	619/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	1264							
80	78	1239/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	1265							
80	78	310	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	1266							
80	78	1241/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	1267							
80	78	621/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	1268							
80	78	1243/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	1269							
80	78	311	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	1270							
80	78	1245/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	1271							
80	78	623/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	1272							
80	78	1247/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	1273							
80	78	312	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	1274							
80	78	1249/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	1275							
80	78	625/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	1276							
80	78	1251/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	1277							
80	78	309	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	1278							
80	78	1237/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	1279							
80	78	619/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	1280							
80	78	1239/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	1281							
80	78	310	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	1282							
80	78	1241/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	1283							
80	78	621/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	1284							
80	78	1243/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	1285							
80	78	311	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	1286							
80	78	1245/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	1287							
80	78	623/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	1288							
80	78	1247/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	1289							
80	78	312	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	1290							
80	78	1249/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	1291							
80	78	625/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	1292							
80	78	1251/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	1293							
81	79	313	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	1294		ornamentTrill			158		
81	79	627/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	1295							
81	79	314	1.5	1/4	1/4	Chord	4/4	1	1	3/8			1/4	3/2	1296							
81	79	631/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	1297					159		
81	79	316	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	1298							
81	79	633/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	1299		articStaccatoAbove					
81	79	313	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	1300							
81	79	1253/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	1301							
81	79	627/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	1302							
81	79	1255/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	1303							
81	79	314	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	1304							
81	79	1257/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	1305							
81	79	629/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	1306							
81	79	1259/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	1307							
81	79	315	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	1308							
81	79	1261/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	1309							
81	79	631/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	1310							
81	79	1263/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	1311							
81	79	316	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	1312							
81	79	1265/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	1313							
81	79	633/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	1314							
81	79	1267/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	1315							
82	80	317	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	1316					160		
82	80	635/2	1.0	1/8	1/8	Chord	4/4	1	1	1/4			1/4	1	1317					160		
82	80	637/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	1318							
82	80	319	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	1319							
82	80	1277/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	1320							
82	80	639/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	1321							
82	80	1279/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	1322							
82	80	320	0.0	3/4	3/4	Chord	4/4	1	1	0	grace16		1/16	1	1323							
82	80	320	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	1324							
82	80	641/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	1325							
82	80	1283/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	1326							
82	80	317	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	1327							
82	80	1269/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	1328							
82	80	635/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	1329							
82	80	1271/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	1330							
82	80	318	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	1331							
82	80	1273/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	1332							
82	80	637/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	1333							
82	80	1275/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	1334							
82	80	319	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	1335							
82	80	1277/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	1336							
82	80	639/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	1337							
82	80	1279/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	1338							
82	80	320	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	1339							
82	80	1281/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	1340							
82	80	641/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	1341							
82	80	1283/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	1342							
83	81	321	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	1343							
83	81	1285/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	1344							
83	81	643/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	1345							
83	81	1287/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	1346							
83	81	322	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	1347							
83	81	1289/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	1348							
83	81	645/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	1349							
83	81	1291/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	1350							
83	81	323	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	1351							
83	81	1293/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	1352							
83	81	647/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	1353							
83	81	1295/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	1354							
83	81	324	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	1355							
83	81	1297/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	1356							
83	81	649/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	1357							
83	81	1299/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	1358							
83	81	321	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	1359							
83	81	324	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	1360					161		
84	82	325	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	1361							
84	82	1301/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	1362							
84	82	651/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	1363							
84	82	1303/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	1364							
84	82	326	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	1365							
84	82	1305/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	1366							
84	82	653/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	1367							
84	82	1307/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	1368							
84	82	327	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	1369					162		
84	82	655/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	1370					162		
84	82	328	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	1371					162		
84	82	657/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	1372							
84	82	325	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	1373							
84	82	328	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	1374					163		
85	83	329	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	1375							
85	83	1317/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	1376							
85	83	659/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	1377							
85	83	1319/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	1378							
85	83	330	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	1379							
85	83	1321/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	1380							
85	83	661/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	1381							
85	83	1323/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	1382							
85	83	331	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	1383							
85	83	1325/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	1384							
85	83	663/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	1385							
85	83	1327/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	1386							
85	83	332	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	1387							
85	83	1329/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	1388							
85	83	665/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	1389							
85	83	1331/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	1390							
85	83	329	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	1391							
85	83	332	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	1392					164		
86	84	333	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	1393							
86	84	1333/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	1394							
86	84	667/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	1395							
86	84	1335/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	1396							
86	84	334	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	1397							
86	84	1337/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	1398							
86	84	669/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	1399							
86	84	1339/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	1400							
86	84	335	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	1401					165		
86	84	671/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	1402					165		
86	84	336	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	1403					165		
86	84	673/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	1404							
86	84	333	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	1405							
86	84	336	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	1406					166		
87	85	337	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	1407		articStaccatoBelow					
87	85	675/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	1408		articStaccatoBelow					
87	85	677/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	1409							
87	85	679/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	1410							
87	85	681/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	1411							
87	85	337	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	1412							
87	85	338	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1413							
87	85	339	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	1414							
87	85	340	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1415							
88	86	683/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	1416					167		
88	86	342	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	1417					167		
88	86	685/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	1418					167		
88	86	343	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	1419					167		
88	86	687/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	1420					167		
88	86	344	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	1421					167		
88	86	689/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	1422							
88	86	341	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	1423							
89	87	345	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	1424					168		
89	87	346	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	1425							
89	87	1389/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	1426					169		
89	87	695/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	1427					169		
89	87	1391/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	1428					169		
89	87	348	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	1429					169		
89	87	1393/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	1430					169		
89	87	697/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	1431					169		
89	87	1395/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	1432							
89	87	691/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	1433							
89	87	346	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1434							
89	87	693/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1435							
89	87	347	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1436							
90	88	349	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	1437					170		
90	88	350	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	1438							
90	88	1405/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	1439					171		
90	88	703/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	1440					171		
90	88	1407/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	1441					171		
90	88	352	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	1442					171		
90	88	1409/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	1443					171		
90	88	705/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	1444					171		
90	88	1411/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	1445							
90	88	699/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	1446							
90	88	350	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1447							
90	88	701/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1448							
90	88	351	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1449							
91	89	353	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	1450					172		
91	89	354	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	1451							
91	89	1421/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	1452					173		
91	89	711/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	1453					173		
91	89	1423/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	1454					173		
91	89	356	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	1455					173		
91	89	1425/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	1456					173		
91	89	713/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	1457					173		
91	89	1427/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	1458							
91	89	707/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	1459					174		
91	89	354	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1460					174		
91	89	709/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1461							
91	89	355	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	1462							
92	90	357	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	1463					175		
92	90	358	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	1464							
92	90	1437/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	1465					176		
92	90	719/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	1466					176		
92	90	1439/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	1467					176		
92	90	360	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	1468					176		
92	90	1441/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	1469					176		
92	90	721/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	1470					176		
92	90	1443/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	1471							
92	90	715/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	1472					177		
92	90	358	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1473					177		
92	90	717/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1474							
92	90	359	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	1475							
93	91	361	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	1476							
93	91	1445/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	1477							
93	91	723/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	1478							
93	91	1447/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	1479							
93	91	362	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	1480							
93	91	1449/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	1481							
93	91	725/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	1482							
93	91	1451/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	1483							
93	91	363	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	1484							
93	91	1453/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	1485							
93	91	727/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	1486							
93	91	1455/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	1487							
93	91	364	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	1488							
93	91	1457/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	1489							
93	91	729/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	1490							
93	91	1459/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	1491							
93	91	361	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	1492							
93	91	362	2.0	1/4	1/4	Chord	4/4	2	1	1/2			1/2	1	1493							
93	91	364	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	1494							
93	91	362	1.0	1/4	1/4	Chord	4/4	2	2	1/4			1/4	1	1495					178		
93	91	363	1.0	1/2	1/2	Chord	4/4	2	2	1/4			1/4	1	1496							
93	91	364	1.0	3/4	3/4	Chord	4/4	2	2	1/4			1/4	1	1497					179		
94	92	365	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	1498							
94	92	1461/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	1499							
94	92	731/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	1500							
94	92	1463/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	1501							
94	92	366	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	1502							
94	92	1465/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	1503							
94	92	733/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	1504							
94	92	1467/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	1505							
94	92	367	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	1506							
94	92	1469/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	1507							
94	92	735/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	1508							
94	92	1471/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	1509							
94	92	368	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	1510							
94	92	1473/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	1511							
94	92	737/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	1512							
