mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
125	115	230	231	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1176									
125	115	921/4	925/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1177									
125	115	461/2	463/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1178									
125	115	923/4	927/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1179									
126	116	231	232	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	1180									
126	116	231	232	0.0		0	0	Dynamic	2/4	1	2	0					f								
126	116	231	232	1.0		0	0	Chord	2/4	1	2	1/4		1/4	1	1181									
126	116	231	232	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	1182									
126	116	231	232	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	1183									
126	116	231	232	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	1184									
126	116	231	232	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1185									
126	116	463/2	465/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1186									
126	116	232	233	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1187									
126	116	465/2	467/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1188									
127	117	233	234	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	1189									
127	117	233	234	1.0		0	0	Chord	2/4	1	2	1/4		1/4	1	1190									
127	117	233	234	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	1191									
127	117	233	234	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	1192									
127	117	233	234	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	1193									
127	117	233	234	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1194									
127	117	467/2	469/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1195									
127	117	234	235	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1196									
127	117	469/2	471/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1197									
128	118	235	236	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	1198									24
128	118	941/4	945/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1199									
128	118	471/2	473/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1200		articStaccatoAbove							
128	118	943/4	947/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1201		articStaccatoAbove							
128	118	236	237	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1202									25
128	118	945/4	949/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1203									
128	118	473/2	475/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1204		articStaccatoAbove							
128	118	947/4	951/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1205		articStaccatoAbove							
128	118	235	236	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	1206									
128	118	235	236	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	1207									
128	118	235	236	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	1208									
128	118	235	236	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1209									
128	118	471/2	473/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1210									
128	118	236	237	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1211									
128	118	473/2	475/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1212									
129	119	237	238	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	1213									
129	119	237	238	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	1214									
129	119	237	238	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	1215									
129	119	237	238	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	1216									
129	119	237	238	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1217									
129	119	475/2	477/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1218									
129	119	238	239	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1219									
129	119	477/2	479/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1220									
130	120	239	240	0.0		0	0	Chord	2/4	1	1	0	grace16	1/16	1	1221									
130	120	239	240	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	1222									
130	120	239	240	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	1223									
130	120	239	240	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	1224									
130	120	239	240	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	1225									
130	120	239	240	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1226									
130	120	479/2	481/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1227									
130	120	240	241	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1228									
130	120	481/2	483/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1229									
131	121	241	242	0.0		0	0	Chord	2/4	1	1	0	grace16	1/16	1	1230									
131	121	241	242	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1231									
131	121	483/2	485/2	0.0		1/8	1/8	Chord	2/4	1	1	0	grace16	1/16	1	1232									
131	121	483/2	485/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1233									
131	121	242	243	0.0		1/4	1/4	Chord	2/4	1	1	0	grace16	1/16	1	1234									
131	121	242	243	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1235									
131	121	485/2	487/2	0.0		3/8	3/8	Chord	2/4	1	1	0	grace16	1/16	1	1236									
131	121	485/2	487/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1237									
131	121	241	242	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	1238									
131	121	241	242	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	1239									
131	121	241	242	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	1240									
131	121	241	242	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1241									
131	121	483/2	485/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1242									
131	121	242	243	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1243									
131	121	485/2	487/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1244									
132	122	243	244	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	1245									
132	122	489/2	491/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1246									
132	122	243	244	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	1247									
132	122	243	244	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	1248									
132	122	243	244	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	1249									
132	122	243	244	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1250									
132	122	487/2	489/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1251									
132	122	244	245	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1252									
132	122	489/2	491/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1253									
133	123	245	246	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	1254									
133	123	493/2	495/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1255									
133	123	245	246	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	1256									
133	123	245	246	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	1257									
133	123	245	246	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	1258									
133	123	245	246	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1259									
133	123	491/2	493/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1260									
133	123	246	247	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1261									
133	123	493/2	495/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1262									
134	124	247	248	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	1263									
134	124	497/2	499/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1264									
134	124	247	248	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	1265									
134	124	247	248	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	1266									
134	124	247	248	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	1267									
134	124	247	248	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1268									
134	124	495/2	497/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1269									
134	124	248	249	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1270									
134	124	497/2	499/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1271									
135	125	249	250	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1272									
135	125	499/2	501/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1273									
135	125	250	251	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1274									
135	125	501/2	503/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1275									
135	125	249	250	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	1276									
135	125	249	250	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	1277									
135	125	249	250	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	1278									
135	125	249	250	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1279									
135	125	499/2	501/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1280									
135	125	250	251	0.0		1/4	1/4	Chord	2/4	2	1	0	grace32	1/32	1	1281									
135	125	250	251	0.0		1/4	1/4	Chord	2/4	2	1	0	grace32	1/32	1	1282									
135	125	250	251	0.0		1/4	1/4	Chord	2/4	2	1	0	grace32	1/32	1	1283									
135	125	250	251	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1284									
135	125	501/2	503/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1285									
136	126	251	252	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1286									
136	126	252	253	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1287									
136	126	251	252	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1288									
136	126	252	253	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1289									
137	127	253	254	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1290									
137	127	253	254	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1291									
