mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	tempo	qpm	slur	Trill:trill	crescendo_line
27	27	213/2	1.0	5/8	5/8	Chord	2/2	1	1	1/4			1/4	1	296							42		
27	27	215/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16			1/16	1	297							42		
27	27	431/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16			1/16	1	298									
27	27	104	0.5	0	0	Chord	2/2	2	1	1/8			1/8	1	299							43		
27	27	209/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	300							43		
27	27	105	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	301							43		
27	27	211/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	302							43		
27	27	106	0.5	1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	303							43		
27	27	213/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	304							43		
27	27	107	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	305							43		
27	27	215/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	306									
28	28	108	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	307									
28	28	110	0.25	1/2	1/2	Chord	2/2	1	1	1/16			1/16	1	308									
28	28	441/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16			1/16	1	309									
28	28	221/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16			1/16	1	310									
28	28	443/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16			1/16	1	311									
28	28	111	0.25	3/4	3/4	Chord	2/2	1	1	1/16			1/16	1	312									
28	28	445/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16			1/16	1	313									
28	28	223/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16			1/16	1	314									
28	28	447/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16			1/16	1	315									
28	28	108	0.5	0	0	Chord	2/2	2	1	1/8			1/8	1	316									
28	28	217/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	317									
28	28	109	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	318									
28	28	219/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	319									
28	28	110	0.5	1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	320									
28	28	221/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	321									
28	28	111	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	322									
28	28	223/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	323									
29	29	112	0.25	0	0	Chord	2/2	1	1	1/16			1/16	1	324									
29	29	449/4	0.25	1/16	1/16	Chord	2/2	1	1	1/16			1/16	1	325									
29	29	225/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16			1/16	1	326									
29	29	451/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16			1/16	1	327									
29	29	113	0.25	1/4	1/4	Chord	2/2	1	1	1/16			1/16	1	328									
29	29	453/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16			1/16	1	329									
29	29	227/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16			1/16	1	330									
29	29	455/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16			1/16	1	331									
29	29	114	0.25	1/2	1/2	Chord	2/2	1	1	1/16			1/16	1	332									
29	29	457/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16			1/16	1	333									
29	29	229/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16			1/16	1	334									
29	29	459/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16			1/16	1	335									
29	29	115	0.25	3/4	3/4	Chord	2/2	1	1	1/16			1/16	1	336									
29	29	461/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16			1/16	1	337									
29	29	231/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16			1/16	1	338									
29	29	463/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16			1/16	1	339									
29	29	112	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	340									
29	29	115	1.0	3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	341									
30	30	116	0.25	0	0	Chord	2/2	1	1	1/16			1/16	1	342									
30	30	465/4	0.25	1/16	1/16	Chord	2/2	1	1	1/16			1/16	1	343									
30	30	233/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16			1/16	1	344									
30	30	467/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16			1/16	1	345									
30	30	117	0.25	1/4	1/4	Chord	2/2	1	1	1/16			1/16	1	346									
30	30	469/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16			1/16	1	347									
30	30	235/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16			1/16	1	348									
30	30	471/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16			1/16	1	349									
30	30	118	0.25	1/2	1/2	Chord	2/2	1	1	1/16			1/16	1	350									
30	30	473/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16			1/16	1	351									
30	30	237/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16			1/16	1	352									
30	30	475/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16			1/16	1	353									
30	30	119	0.25	3/4	3/4	Chord	2/2	1	1	1/16			1/16	1	354									
30	30	477/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16			1/16	1	355									
30	30	239/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16			1/16	1	356									
30	30	479/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16			1/16	1	357									
30	30	116	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	358									
30	30	119	1.0	3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	359									
31	31	120	2.0	0	0	Chord	2/2	1	1	1/2			1/2	1	360									
31	31	122	1.5	1/2	1/2	Chord	2/2	1	1	3/8			1/4	3/2	361		ornamentTrill							
31	31	247/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16			1/16	1	362									
31	31	495/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16			1/16	1	363									
31	31	120	0.5	0	0	Chord	2/2	2	1	1/8			1/8	1	364									
31	31	241/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	365									
31	31	121	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	366									
31	31	243/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	367									
31	31	122	0.5	1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	368									
31	31	245/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	369									
31	31	123	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	370									
31	31	247/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	371									
32	32	124	0.25	0	0	Chord	2/2	1	1	1/16			1/16	1	372									
32	32	497/4	0.25	1/16	1/16	Chord	2/2	1	1	1/16			1/16	1	373									
32	32	249/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16			1/16	1	374									
32	32	499/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16			1/16	1	375									
32	32	125	0.25	1/4	1/4	Chord	2/2	1	1	1/16			1/16	1	376									
32	32	501/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16			1/16	1	377									
32	32	251/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16			1/16	1	378									
32	32	503/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16			1/16	1	379									
32	32	126	0.25	1/2	1/2	Chord	2/2	1	1	1/16			1/16	1	380									
32	32	505/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16			1/16	1	381									
32	32	253/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16			1/16	1	382									
32	32	507/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16			1/16	1	383									
32	32	127	0.25	3/4	3/4	Chord	2/2	1	1	1/16			1/16	1	384									
32	32	509/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16			1/16	1	385									
32	32	255/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16			1/16	1	386									
32	32	511/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16			1/16	1	387									
32	32	124	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	388									
32	32	251/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	389									
32	32	126	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	390									
32	32	255/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	391									
33	33	128	0.25	0	0	Chord	2/2	1	1	1/16			1/16	1	392									
33	33	513/4	0.25	1/16	1/16	Chord	2/2	1	1	1/16			1/16	1	393									
33	33	257/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16			1/16	1	394									
33	33	515/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16			1/16	1	395									
33	33	129	0.25	1/4	1/4	Chord	2/2	1	1	1/16			1/16	1	396									
33	33	517/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16			1/16	1	397									
33	33	259/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16			1/16	1	398									
33	33	519/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16			1/16	1	399									
33	33	130	0.25	1/2	1/2	Chord	2/2	1	1	1/16			1/16	1	400									
33	33	521/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16			1/16	1	401									
33	33	261/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16			1/16	1	402									
33	33	523/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16			1/16	1	403									
33	33	131	0.25	3/4	3/4	Chord	2/2	1	1	1/16			1/16	1	404									
33	33	525/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16			1/16	1	405									
33	33	263/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16			1/16	1	406									
33	33	527/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16			1/16	1	407									
33	33	128	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	408									
33	33	130	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	409									
34	34	132	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	410									
34	34	265/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16			1/16	1	411									
34	34	531/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16			1/16	1	412									
34	34	133	0.25	1/4	1/4	Chord	2/2	1	1	1/16			1/16	1	413									
34	34	533/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16			1/16	1	414									
34	34	267/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16			1/16	1	415									
34	34	535/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16			1/16	1	416									
34	34	134	0.25	1/2	1/2	Chord	2/2	1	1	1/16			1/16	1	417									
34	34	537/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16			1/16	1	418									
34	34	269/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16			1/16	1	419									
34	34	539/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16			1/16	1	420									
34	34	135	0.25	3/4	3/4	Chord	2/2	1	1	1/16			1/16	1	421									
34	34	541/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16			1/16	1	422									
34	34	271/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16			1/16	1	423									
34	34	543/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16			1/16	1	424									
34	34	132	0.5	0	0	Chord	2/2	2	1	1/8			1/8	1	425									
34	34	265/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	426									
34	34	133	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	427									
34	34	267/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	428									
34	34	134	0.5	1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	429									
34	34	269/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	430									
34	34	135	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	431									
34	34	271/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	432									
35	35	136	0.0	0	0	Spanner	2/2	1	1	0													0	
35	35	136	0.0	0	0	Chord	2/2	1	1	0	grace32after		1/32	1	433								0	
35	35	136	0.0	0	0	Chord	2/2	1	1	0	grace32after		1/32	1	434								0	
35	35	136	0.0	0	0	Chord	2/2	1	1	0	grace16		1/32	1	435								0	
35	35	136	0.0	0	0	Chord	2/2	1	1	0	grace16		1/32	1	436								0	
35	35	136	0.0	0	0	Chord	2/2	1	1	0	grace16		1/32	1	437								0	
35	35	136	4.0	0	0	Chord	2/2	1	1	1			1	1	438								0	
35	35	136	0.5	0	0	Chord	2/2	2	1	1/8			1/8	1	439									
35	35	273/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	440									
35	35	137	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	441									
35	35	275/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	442									
35	35	138	0.5	1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	443									
35	35	277/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	444									
35	35	139	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	445									
35	35	279/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	446									
36	36	140	0.0	0	0	Dynamic	2/2	1	1	0						p								
36	36	140	0.0	0	0	Spanner	2/2	1	1	0														
36	36	140	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	447									
36	36	281/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	448									
36	36	283/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	449									
36	36	142	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	450									
36	36	285/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	451									
36	36	287/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	452									
36	36	140	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	453									
36	36	141	1.0	1/4	1/4	Chord	2/2	2	1	1/4			1/4	1	454									
36	36	143	1.0	3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	455							44		
36	36	140	1.0	0	0	Chord	2/2	2	2	1/4			1/4	1	456									
36	36	141	1.0	1/4	1/4	Chord	2/2	2	2	1/4			1/4	1	457									
36	36	143	1.0	3/4	3/4	Chord	2/2	2	2	1/4			1/4	1	458									
37	37	144	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	459									
37	37	289/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	460									
37	37	291/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	461									
37	37	146	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	462									
37	37	293/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	463									
37	37	295/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	464									
37	37	144	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	465									
37	37	145	1.0	1/4	1/4	Chord	2/2	2	1	1/4			1/4	1	466		articStaccatoAbove							
37	37	147	1.0	3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	467							45		
37	37	144	1.0	0	0	Chord	2/2	2	2	1/4			1/4	1	468									
37	37	145	1.0	1/4	1/4	Chord	2/2	2	2	1/4			1/4	1	469		articStaccatoBelow							
37	37	147	1.0	3/4	3/4	Chord	2/2	2	2	1/4			1/4	1	470									
38	38	148	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	471									
38	38	297/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	472									
38	38	299/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	473									
38	38	150	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	474									
38	38	301/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	475									
38	38	303/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	476									
38	38	148	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	477							46		
38	38	149	1.0	1/4	1/4	Chord	2/2	2	1	1/4			1/4	1	478							46		
38	38	150	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	479							46		
38	38	151	1.0	3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	480									
38	38	148	2.0	0	0	Chord	2/2	2	2	1/2			1/2	1	481									
38	38	150	2.0	1/2	1/2	Chord	2/2	2	2	1/2			1/2	1	482									
39	39	152	0.0	0	0	Dynamic	2/2	1	1	0						f								
39	39	152	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	483							47		
39	39	305/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	484									
39	39	153	0.5	1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	485							48		
39	39	307/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	486									
39	39	154	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	487							49		
39	39	309/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	488									
39	39	155	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	489							50		
39	39	311/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	490									
39	39	152	4.0	0	0	Chord	2/2	2	1	1			1	1	491									
40	40	156	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	492							51		
40	40	313/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	493									
40	40	157	0.5	1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	494							52		
40	40	315/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	495									
40	40	158	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	496							53		
40	40	317/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	497									
40	40	159	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	498							54		
40	40	319/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	499									
41	41	160	0.0	0	0	Dynamic	2/2	1	1	0						p								
41	41	160	1.5	0	0	Chord	2/2	1	1	3/8			1/4	3/2	500							55		
41	41	323/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	501									
41	41	162	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	502									
41	41	163	1.0	3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	503									
41	41	161	1.0	1/4	1/4	Chord	2/2	2	1	1/4			1/4	1	504									
41	41	162	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	505									
41	41	163	1.0	3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	506									
42	42	164	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	507							56		
42	42	165	1.0	1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	508									
42	42	166	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	509									
42	42	164	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	510							57		
42	42	165	1.0	1/4	1/4	Chord	2/2	2	1	1/4			1/4	1	511									
42	42	166	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	512									
42	42	167	1.0	3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	513									
43	43	168	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	514							58		
43	43	337/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	515									
43	43	169	0.5	1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	516							59		
43	43	339/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	517									
43	43	170	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	518							60		
43	43	341/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	519									
43	43	171	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	520							61		
43	43	343/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	521									
43	43	168	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	522									
43	43	169	1.0	1/4	1/4	Chord	2/2	2	1	1/4			1/4	1	523									
43	43	170	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	524									
43	43	171	1.0	3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	525									
44	44	172	1.5	0	0	Chord	2/2	1	1	3/8			1/4	3/2	526							62		
44	44	347/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16			1/16	1	527							62		
44	44	695/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16			1/16	1	528									
44	44	174	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	529							63		
44	44	349/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	530							63		
44	44	175	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	531							63		
44	44	351/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	532									
44	44	172	2.0	0	0	Chord	2/2	2	1	1/2			1/2	1	533							64		
44	44	174	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	534									
45	45	176	1.5	0	0	Chord	2/2	1	1	3/8			1/4	3/2	535							65		
45	45	355/2	0.16666666666666666	3/8	3/8	Chord	2/2	1	1	1/24			1/16	2/3	536							65		
45	45	533/3	0.16666666666666666	5/12	5/12	Chord	2/2	1	1	1/24			1/16	2/3	537							65		
45	45	1067/6	0.16666666666666666	11/24	11/24	Chord	2/2	1	1	1/24			1/16	2/3	538							65		
45	45	178	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	539									
45	45	179	1.0	3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	540									
45	45	177	1.0	1/4	1/4	Chord	2/2	2	1	1/4			1/4	1	541									
45	45	178	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	542									
45	45	179	1.0	3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	543									
46	46	180	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	544							66		
46	46	181	1.0	1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	545									
46	46	182	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	546									
46	46	367/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	547									
46	46	180	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	548							67		
46	46	181	1.0	1/4	1/4	Chord	2/2	2	1	1/4			1/4	1	549									
46	46	182	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	550									
46	46	183	1.0	3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	551									
47	47	184	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	552							68		
47	47	369/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	553									
47	47	185	0.5	1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	554							69		
47	47	371/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	555									
47	47	186	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	556							70		
47	47	187	1.0	3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	557									
47	47	184	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	558									
47	47	185	1.0	1/4	1/4	Chord	2/2	2	1	1/4			1/4	1	559									
47	47	186	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	560							71		
47	47	187	1.0	3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	561									
47	47	186	2.0	1/2	1/2	Chord	2/2	2	2	1/2			1/2	1	562									
48	48	188	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	563									
48	48	377/2	0.0	1/8	1/8	Dynamic	2/2	1	1	0						f								
48	48	377/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	564									
48	48	189	0.5	1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	565									
48	48	379/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	566									
48	48	190	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	567									
48	48	381/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	568									
48	48	191	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	569									
48	48	383/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	570									
48	48	188	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	571									
49	49	192	1.5	0	0	Chord	2/2	1	1	3/8			1/4	3/2	572							72		
49	49	387/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	573									
49	49	194	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	574									
49	49	195	1.0	3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	575									
49	49	192	0.0	0	0	Dynamic	2/2	2	1	0						f								
49	49	192	0.5	0	0	Chord	2/2	2	1	1/8			1/8	1	576									
49	49	385/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	577									
49	49	193	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	578									
49	49	387/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	579									
49	49	194	0.5	1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	580									
49	49	389/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	581									
49	49	195	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	582									
49	49	391/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	583									
50	50	196	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	584							73		
50	50	197	0.0	1/4	1/4	Chord	2/2	1	1	0	grace16		1/16	1	585									
50	50	197	0.0	1/4	1/4	Chord	2/2	1	1	0	grace16		1/16	1	586									
50	50	197	0.0	1/4	1/4	Chord	2/2	1	1	0	grace16		1/16	1	587									
50	50	197	0.0	1/4	1/4	Chord	2/2	1	1	0	grace16		1/16	1	588									
50	50	197	1.0	1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	589									
50	50	198	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	590									
50	50	196	0.5	0	0	Chord	2/2	2	1	1/8			1/8	1	591									
50	50	393/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	592									
50	50	197	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	593									
50	50	395/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	594									
50	50	198	0.5	1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	595									
50	50	397/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	596									
50	50	199	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	597									
50	50	399/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	598									
51	51	200	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	599							74		
51	51	401/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	600									
51	51	201	0.5	1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	601							75		
51	51	403/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	602									
51	51	202	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	603							76		
51	51	405/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	604									
51	51	203	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	605							77		
51	51	407/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	606									
