mc	mn	quarterbeats	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	tempo	qpm	slur	crescendo_line
77	77	459/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1172					223	
77	77	230	0.5		1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1173					223	
77	77	461/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1174						
77	77	228	1.0		0	0	Chord	3/4	1	2	1/4			1/4	1	1175						
77	77	228	0.25		0	0	Chord	3/4	2	1	1/16			1/16	1	1176					224	
77	77	913/4	0.25		1/16	1/16	Chord	3/4	2	1	1/16			1/16	1	1177					224	
77	77	457/2	0.25		1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	1178					224	
77	77	915/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	1179					224	
77	77	229	0.5		1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	1180						
77	77	459/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	1181					225	
77	77	230	0.5		1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	1182					225	
77	77	461/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	1183						
78	78	231	0.125		0	0	Chord	3/4	1	1	1/32			1/32	1	1184					226	
78	78	1849/8	0.125		1/32	1/32	Chord	3/4	1	1	1/32			1/32	1	1185					226	
78	78	925/4	0.125		1/16	1/16	Chord	3/4	1	1	1/32			1/32	1	1186					226	
78	78	1851/8	0.125		3/32	3/32	Chord	3/4	1	1	1/32			1/32	1	1187					226	
78	78	463/2	0.125		1/8	1/8	Chord	3/4	1	1	1/32			1/32	1	1188					226	
78	78	1853/8	0.125		5/32	5/32	Chord	3/4	1	1	1/32			1/32	1	1189					226	
78	78	927/4	0.125		3/16	3/16	Chord	3/4	1	1	1/32			1/32	1	1190					226	
78	78	1855/8	0.125		7/32	7/32	Chord	3/4	1	1	1/32			1/32	1	1191						
78	78	232	1.0		1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	1192					227	
78	78	233	0.5		1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1193						
78	78	1871/8	0.125		23/32	23/32	Chord	3/4	1	1	1/32			1/32	1	1194						
78	78	231	1.0		0	0	Chord	3/4	2	1	1/4			1/4	1	1195						
78	78	233	1.0		1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	1196						
78	78	233	0.5		1/2	1/2	Chord	3/4	2	2	1/8			1/8	1	1197					228	
78	78	467/2	0.5		5/8	5/8	Chord	3/4	2	2	1/8			1/8	1	1198						
78	78	233	1.0		1/2	1/2	Chord	3/4	2	3	1/4			1/4	1	1199						
79	79	234	1.0		0	0	Chord	3/4	1	1	1/4			1/4	1	1200						
79	79	471/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1201					229	
79	79	236	0.5		1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1202					229	
79	79	473/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1203						
79	79	234	0.25		0	0	Chord	3/4	2	1	1/16			1/16	1	1204					230	
79	79	937/4	0.25		1/16	1/16	Chord	3/4	2	1	1/16			1/16	1	1205					230	
79	79	469/2	0.25		1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	1206					230	
79	79	939/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	1207					230	
79	79	235	0.25		1/4	1/4	Chord	3/4	2	1	1/16			1/16	1	1208					230	
79	79	941/4	0.25		5/16	5/16	Chord	3/4	2	1	1/16			1/16	1	1209					230	
79	79	471/2	0.25		3/8	3/8	Chord	3/4	2	1	1/16			1/16	1	1210					230	
79	79	943/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16			1/16	1	1211					230	
79	79	236	0.25		1/2	1/2	Chord	3/4	2	1	1/16			1/16	1	1212					230	
79	79	945/4	0.25		9/16	9/16	Chord	3/4	2	1	1/16			1/16	1	1213					230	
79	79	473/2	0.25		5/8	5/8	Chord	3/4	2	1	1/16			1/16	1	1214					230	
79	79	947/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16			1/16	1	1215						
80	80	237	0.5		0	0	Chord	3/4	1	1	1/8			1/8	1	1216					231	
80	80	475/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	1217						
80	80	477/2	0.0		3/8	3/8	Dynamic	3/4	1	1	0						f					
80	80	477/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1218					232	
80	80	239	0.5		1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1219					232	
80	80	479/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1220						
80	80	237	0.25		0	0	Chord	3/4	2	1	1/16			1/16	1	1221					233	
80	80	949/4	0.25		1/16	1/16	Chord	3/4	2	1	1/16			1/16	1	1222					233	
80	80	475/2	0.25		1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	1223					233	
80	80	951/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	1224						
80	80	238	0.0		1/4	1/4	Spanner	3/4	2	1	0											1
80	80	238	0.25		1/4	1/4	Chord	3/4	2	1	1/16			1/16	1	1225					234	1
80	80	953/4	0.25		5/16	5/16	Chord	3/4	2	1	1/16			1/16	1	1226					234	1
80	80	477/2	0.0		3/8	3/8	Spanner	3/4	2	1	0										234	
80	80	477/2	0.25		3/8	3/8	Chord	3/4	2	1	1/16			1/16	1	1227					234	
80	80	955/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16			1/16	1	1228						
80	80	239	0.0		1/2	1/2	Dynamic	3/4	2	1	0						f					
80	80	239	0.25		1/2	1/2	Chord	3/4	2	1	1/16			1/16	1	1229					235	
80	80	957/4	0.25		9/16	9/16	Chord	3/4	2	1	1/16			1/16	1	1230					235	
80	80	479/2	0.25		5/8	5/8	Chord	3/4	2	1	1/16			1/16	1	1231					235	
80	80	959/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16			1/16	1	1232						
81	81		1.0	1	0	0	Chord	3/4	1	1	1/4			1/4	1	1233					236	
81	81		0.5	1	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	1234						
81	81		0.0	1	3/8	3/8	Dynamic	3/4	1	1	0						p					
81	81		0.5	1	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1235					237	
81	81		0.5	1	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1236					237	
81	81		0.5	1	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1237						
81	81		1.5	1	0	0	Chord	3/4	2	1	3/8			1/4	3/2	1238						
81	81		0.5	1	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	1239					238	
81	81		0.5	1	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	1240					238	
81	81		0.5	1	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	1241						
82	81	240	1.0	2	0	0	Chord	3/4	1	1	1/4			1/4	1	1242					239	
82	81	241	0.5	2	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	1243						
82	81	483/2	0.0	2	3/8	3/8	Dynamic	3/4	1	1	0						pp					
82	81	483/2	0.5	2	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1244					240	
82	81	242	0.5	2	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1245					240	
82	81	485/2	0.5	2	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1246						
82	81	240	1.5	2	0	0	Chord	3/4	2	1	3/8			1/4	3/2	1247						
82	81	485/2	0.0	2	5/8	5/8	Dynamic	3/4	2	1	0						pp					
82	81	485/2	0.5	2	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	1248						
83	82	243	2.0		0	0	Chord	3/4	1	1	1/2			1/2	1	1249					241	
83	82	245	0.5		1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1250						
83	82	243	2.0		0	0	Chord	3/4	2	1	1/2			1/2	1	1251						
83	82	245	0.5		1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	1252						
